"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Growth Habit","Native Status"
"ACPE6",NA,"ACPE6","Acarospora peliscypha","cracked lichen","Lichenous","NA(N)"
"ACPE7",NA,"ACPE7","Acarospora peltastica","cracked lichen","Lichenous","NA(N)"
"ACPY2",NA,"ACPY2","Acarospora pyrenopsoides","cracked lichen","Lichenous","NA(N)"
"ACRA4",NA,"ACRA4","Acarospora radicata","cracked lichen","Lichenous","NA(N)"
"ACRE7",NA,"ACRE7","Acarospora reagens",NA,"Lichenous","NA(N)"
"ACRU5",NA,"ACRU5","Acarospora rugulosa","cracked lichen","Lichenous","NA(N)"
"ACRU5","ACMO7","ACMO7","Acarospora montana",NA,NA,NA
"ACSA6",NA,"ACSA6","Acarospora saepincola","cracked lichen","Lichenous","NA(N)"
"ACSC4",NA,"ACSC4","Acarospora scabrida","cracked lichen","Lichenous","NA(N)"
"ACSC5",NA,"ACSC5","Acarospora schleicheri","Schleicher's cracked lichen","Lichenous","NA(N)"
"ACSC5","ACAL14","ACAL14","Acarospora albida",NA,NA,NA
"ACSC5","ACAM6","ACAM6","Acarospora amabilis",NA,NA,NA
"ACSC5","ACBE5","ACBE5","Acarospora bella",NA,NA,NA
"ACSC5","ACCH4","ACCH4","Acarospora chrysops",NA,NA,NA
"ACSC5","ACCO13","ACCO13","Acarospora contigua",NA,NA,NA
"ACSC5","ACDI5","ACDI5","Acarospora dissipata",NA,NA,NA
"ACSC5","ACEP","ACEP","Acarospora epilutescens",NA,NA,NA
"ACSC5","ACEV","ACEV","Acarospora evoluta",NA,NA,NA
"ACSC5","ACIN10","ACIN10","Acarospora intercedens",NA,NA,NA
"ACSC5","ACOC2","ACOC2","Acarospora ocellata",NA,NA,NA
"ACSC5","ACRH2","ACRH2","Acarospora rhabarbarina",NA,NA,NA
"ACSC5","ACRI5","ACRI5","Acarospora rimulosa",NA,NA,NA
"ACSC5","ACRU6","ACRU6","Acarospora rubicunda",NA,NA,NA
"ACSC5","ACSU7","ACSU7","Acarospora subalbida",NA,NA,NA
"ACSC5","ACSU8","ACSU8","Acarospora subcontigua",NA,NA,NA
"ACSC5","ACXA2","ACXA2","Acarospora xanthophana",NA,NA,NA
"ACSC6",NA,"ACSC6","Acarospora scotica","cracked lichen","Lichenous","NA(N)"
"ACSI4",NA,"ACSI4","Acarospora sinopica","cracked lichen","Lichenous","NA(N)"
"ACSM2",NA,"ACSM2","Acarospora smaragdula","cracked lichen","Lichenous","NA(N)"
"ACSM2","ACRU7","ACRU7","Acarospora rufescens",NA,NA,NA
"ACSO2",NA,"ACSO2","Acarospora socialis","cracked lichen","Lichenous","NA(N)"
"ACSP6",NA,"ACSP6","Acarospora sparsa","cracked lichen","Lichenous","NA(N)"
"ACST2",NA,"ACST2","Acarospora stapfiana","cracked lichen","Lichenous","NA(N)"
"ACST3",NA,"ACST3","Acarospora strigata","cracked lichen","Lichenous","NA(N)"
"ACSU5",NA,"ACSU5","Acarospora succedens","cracked lichen","Lichenous","NA(N)"
"ACSU6",NA,"ACSU6","Acarospora superfusa","cracked lichen","Lichenous","NA(N)"
"ACTE5",NA,"ACTE5","Acarospora tenebrica","cracked lichen","Lichenous","NA(N)"
"ACTE6",NA,"ACTE6","Acarospora terricola","cracked lichen","Lichenous","NA(N)"
"ACTH4",NA,"ACTH4","Acarospora thamnina","cracked lichen","Lichenous","NA(N)"
"ACTH5",NA,"ACTH5","Acarospora thelococcoides","cracked lichen","Lichenous","NA(N)"
"ACTH6",NA,"ACTH6","Acarospora thermophila","heatloving cracked lichen","Lichenous","NA(N)"
"ACTO4",NA,"ACTO4","Acarospora tongleti","Tonglet's cracked lichen","Lichenous","NA(N)"
"ACTO4","ACVA3","ACVA3","Acarospora variegata",NA,NA,NA
"ACTU2",NA,"ACTU2","Acarospora tucsonensis","Tucson cracked lichen","Lichenous","NA(N)"
"ACUT",NA,"ACUT","Acarospora utahensis","Utah cracked lichen","Lichenous","NA(N)"
"ACVE4",NA,"ACVE4","Acarospora veronensis","cracked lichen","Lichenous","NA(N)"
"ACWA2",NA,"ACWA2","Acarospora washingtonensis","Washington cracked lichen","Lichenous","NA(N)"
"ACAUL",NA,"ACAUL","Acaulon","acaulon moss",NA,"NA(N)"
"ACMUM",NA,"ACMUM","Acaulon muticum var. muticum","acaulon moss","Nonvascular","NA(N)"
"ACMUM","ACRU8","ACRU8","Acaulon rubrum",NA,NA,NA
"ACMUR",NA,"ACMUR","Acaulon muticum var. rufescens","acaulon moss","Nonvascular","NA(N)"
"ACMUR","ACRU9","ACRU9","Acaulon rufescens",NA,NA,NA
"ACER",NA,"ACER","Acer","maple",NA,"L48(I,N)CAN(I,N)SPM(N)"
"ACFL",NA,"ACFL","Acer floridanum","southern sugar maple","Tree","L48(N)"
"ACFL","ACBA3","ACBA3","Acer barbatum",NA,NA,NA
"ACFL","ACSAF","ACSAF","Acer saccharum ssp. floridanum",NA,NA,NA
"ACFL","SABA13","SABA13","Saccharodendron barbatum",NA,NA,NA
"ACFL","SAFL8","SAFL8","Saccharodendron floridanum",NA,NA,NA
"ACGI",NA,"ACGI","Acer ginnala","Amur maple","Tree, Shrub","L48(I)CAN(I)"
"ACGI","ACTAG","ACTAG","Acer tataricum ssp. ginnala",NA,NA,NA
"ACGLD3",NA,"ACGLD3","Acer glabrum var. diffusum","Rocky Mountain maple","Tree, Shrub","L48(N)"
"ACGLD3","ACDI","ACDI","Acer diffusum",NA,NA,NA
"ACGLD3","ACGLD","ACGLD","Acer glabrum ssp. diffusum",NA,NA,NA
"ACGLD4",NA,"ACGLD4","Acer glabrum var. douglasii","Douglas maple","Shrub, Tree","L48(N)AK(I?)CAN(N)"
"ACGLD4","ACDO","ACDO","Acer douglasii",NA,NA,NA
"ACGLD4","ACGLD2","ACGLD2","Acer glabrum ssp. douglasii",NA,NA,NA
"ACGLG2",NA,"ACGLG2","Acer glabrum var. glabrum","Rocky Mountain maple","Shrub, Tree","L48(N)"
"ACGLG2","ACTR3","ACTR3","Acer tripartitum",NA,NA,NA
"ACGLN2",NA,"ACGLN2","Acer glabrum var. neomexicanum","New Mexico maple","Tree, Shrub","L48(N)"
"ACGLN2","ACGLN","ACGLN","Acer glabrum ssp. neomexicanum",NA,NA,NA
"ACGLN2","ACNE6","ACNE6","Acer neomexicanum",NA,NA,NA
"ACGLT2",NA,"ACGLT2","Acer glabrum var. torreyi","Torrey maple","Shrub, Tree","L48(N)"
"ACGLT2","ACGLT","ACGLT","Acer glabrum ssp. torreyi",NA,NA,NA
"ACGLT2","ACTO2","ACTO2","Acer torreyi",NA,NA,NA
"ACGRG",NA,"ACGRG","Acer grandidentatum var. grandidentatum","bigtooth maple","Shrub, Tree","L48(N)"
"ACGRG","ACSAG2","ACSAG2","Acer saccharum ssp. grandidentatum",NA,NA,NA
"ACGRG","SAGR17","SAGR17","Saccharodendron grandidentatum",NA,NA,NA
"ACGRS",NA,"ACGRS","Acer grandidentatum var. sinuosum","canyon maple","Tree, Shrub","L48(N)"
"ACGRS","ACBR","ACBR","Acer brachypterum",NA,NA,NA
"ACGRS","ACSAB","ACSAB","Acer saccharum ssp. brachypterum",NA,NA,NA
"ACGRS","ACSI3","ACSI3","Acer sinuosum",NA,NA,NA
"ACLE",NA,"ACLE","Acer leucoderme","chalk maple","Tree, Shrub","L48(N)"
"ACLE","ACSAL","ACSAL","Acer saccharum ssp. leucoderme",NA,NA,NA
"ACLE","SALE8","SALE8","Saccharodendron leucoderme",NA,NA,NA
"ACNEC2",NA,"ACNEC2","Acer negundo var. californicum","California boxelder","Tree","L48(N)"
"ACNEC2","ACNEC","ACNEC","Acer negundo ssp. californicum",NA,NA,NA
"ACNEC2","NECA6","NECA6","Negundo californicum",NA,NA,NA
"ACNEI2",NA,"ACNEI2","Acer negundo var. interius","boxelder","Tree","L48(N)"
"ACNEI2","ACIN3","ACIN3","Acer interius",NA,NA,NA
"ACNEI2","ACNEI","ACNEI","Acer negundo ssp. interius",NA,NA,NA
"ACNEI2","NEACI","NEACI","Negundo aceroides ssp. interius",NA,NA,NA
"ACNEI2","NEIN3","NEIN3","Negundo interius",NA,NA,NA
"ACNEN",NA,"ACNEN","Acer negundo var. negundo","boxelder","Tree","L48(N)CAN(N)"
"ACNEN","NEAC","NEAC","Negundo aceroides",NA,NA,NA
"ACNEN","NENE","NENE","Negundo negundo",NA,NA,NA
"ACNET",NA,"ACNET","Acer negundo var. texanum","boxelder","Tree","L48(N)"
"ACNET","ACNEL","ACNEL","Acer negundo ssp. latifolium",NA,NA,NA
"ACNEV",NA,"ACNEV","Acer negundo var. violaceum","boxelder","Tree","L48(N)"
"ACNEV","NEACV","NEACV","Negundo aceroides ssp. violaceum",NA,NA,NA
"ACNI5",NA,"ACNI5","Acer nigrum","black maple","Tree","L48(N)CAN(N)"
"ACNI5","ACSAN","ACSAN","Acer saccharum ssp. nigrum",NA,NA,NA
"ACNI5","SANI9","SANI9","Saccharodendron nigrum",NA,NA,NA
"ACOPO",NA,"ACOPO","Acer opalus ssp. obtusatum",NA,NA,NA
"ACOPO","ACOB7","ACOB7","Acer obtusatum",NA,NA,NA
"ACRU",NA,"ACRU","Acer rubrum","red maple","Tree","L48(N)CAN(N)"
"ACRU","ACBA2","ACBA2","Acer barbatum",NA,NA,NA
"ACRUD",NA,"ACRUD","Acer rubrum var. drummondii","Drummond's maple","Tree","L48(N)"
"ACRUD","ACDR","ACDR","Acer drummondii",NA,NA,NA
"ACRUD","ACRUD2","ACRUD2","Acer rubrum ssp. drummondii",NA,NA,NA
"ACRUD","RUDR3","RUDR3","Rufacer drummondii",NA,NA,NA
"ACRUR",NA,"ACRUR","Acer rubrum var. rubrum","red maple","Tree","L48(N)CAN(N)"
"ACRUR","ACST","ACST","Acer stenocarpum",NA,NA,NA
"ACRUR","RURU5","RURU5","Rufacer rubrum",NA,NA,NA
"ACRUT",NA,"ACRUT","Acer rubrum var. trilobum","red maple","Tree","L48(N)CAN(N)"
"ACRUT","ACCA9","ACCA9","Acer carolinianum",NA,NA,NA
"ACRUT","RUCA7","RUCA7","Rufacer carolinianum",NA,NA,NA
"ACSA2",NA,"ACSA2","Acer saccharinum","silver maple","Tree","L48(N)CAN(N)"
"ACSA2","ACDA2","ACDA2","Acer dasycarpum",NA,NA,NA
"ACSA2","ARSA9","ARSA9","Argentacer saccharinum",NA,NA,NA
"ACSAS",NA,"ACSAS","Acer saccharum var. saccharum","sugar maple","Tree","L48(N)CAN(N)"
"ACSAS","SASA18","SASA18","Saccharodendron saccharum",NA,NA,NA
"ACSAS2",NA,"ACSAS2","Acer saccharum var. schneckii","sugar maple","Tree, Shrub","L48(N)"
"ACSAS2","ACSAO","ACSAO","Acer saccharum ssp. ozarkense",NA,NA,NA
"ACSAS2","ACSAS4","ACSAS4","Acer saccharum ssp. schneckii",NA,NA,NA
"ACHIL",NA,"ACHIL","Achillea","yarrow",NA,"L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)"
"ACAE2",NA,"ACAE2","Achillea aegyptiaca",NA,NA,NA
"ACAE2","ACTA3","ACTA3","Achillea taygetea",NA,NA,NA
"ACDI6",NA,"ACDI6","Achillea distans","Alps yarrow","Forb/herb","L48(I)CAN(I)"
"ACDI6","ACDE10","ACDE10","Achillea dentifera",NA,NA,NA
"ACDIT",NA,"ACDIT","Achillea distans ssp. tanacetifolia",NA,NA,NA
"ACDIT","ACTA2","ACTA2","Achillea tanacetifolia",NA,NA,NA
"ACERR",NA,"ACERR","Achillea erba-rotta ssp. rupestris",NA,NA,NA
"ACERR","ACRU13","ACRU13","Achillea rupestris",NA,NA,NA
"ACMA15",NA,"ACMA15","Achillea macrocephala",NA,NA,NA
"ACMA15","ACPTM","ACPTM","Achillea ptarmica ssp. macrocephala",NA,NA,NA
"ACMIA",NA,"ACMIA","Achillea millefolium var. alpicola","common yarrow","Forb/herb","L48(N)AK(N)"
"ACMIA","ACAL11","ACAL11","Achillea alpicola",NA,NA,NA
"ACMIA","ACFU","ACFU","Achillea fusca",NA,NA,NA
"ACMIA","ACLAA","ACLAA","Achillea lanulosa ssp. alpicola",NA,NA,NA
"ACMIA","ACSU3","ACSU3","Achillea subalpina",NA,NA,NA
"ACMIA2",NA,"ACMIA2","Achillea millefolium var. arenicola","common yarrow","Forb/herb","L48(N)"
"ACMIA2","ACAR6","ACAR6","Achillea arenicola",NA,NA,NA
"ACMIA2","ACBOA","ACBOA","Achillea borealis ssp. arenicola",NA,NA,NA
"ACMIB",NA,"ACMIB","Achillea millefolium var. borealis","boreal yarrow","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"ACMIB","ACBO","ACBO","Achillea borealis",NA,NA,NA
"ACMIB","ACBOT","ACBOT","Achillea borealis ssp. typica",NA,NA,NA
"ACMIB","ACMIA3","ACMIA3","Achillea millefolium ssp. atrotegula",NA,NA,NA
"ACMIB","ACMIB2","ACMIB2","Achillea millefolium ssp. borealis",NA,NA,NA
"ACMIC",NA,"ACMIC","Achillea millefolium var. californica","California yarrow","Forb/herb","L48(N)"
"ACMIC","ACBOC","ACBOC","Achillea borealis ssp. californica",NA,NA,NA
"ACMIC","ACCA7","ACCA7","Achillea californica",NA,NA,NA
"ACMIG",NA,"ACMIG","Achillea millefolium var. gigantea","giant yarrow","Forb/herb","L48(N)"
"ACMIG","ACGI2","ACGI2","Achillea gigantea",NA,NA,NA
"ACMIM2",NA,"ACMIM2","Achillea millefolium var. millefolium","common yarrow","Forb/herb","L48(I)HI(I)CAN(I)SPM(I)"
"ACMIM2","ACMA14","ACMA14","Achillea magna",NA,NA,NA
"ACMIN",NA,"ACMIN","Achillea millefolium var. nigrescens","common yarrow","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"ACMIN","ACNI4","ACNI4","Achillea nigrescens",NA,NA,NA
"ACMIO",NA,"ACMIO","Achillea millefolium var. occidentalis","western yarrow","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)"
"ACMIO","ACAN7","ACAN7","Achillea angustissima",NA,NA,NA
"ACMIO","ACAS2","ACAS2","Achillea aspleniifolia",NA,NA,NA
"ACMIO","ACER2","ACER2","Achillea eradiata",NA,NA,NA
"ACMIO","ACGR5","ACGR5","Achillea gracilis",NA,NA,NA
"ACMIO","ACLA3","ACLA3","Achillea laxiflora",NA,NA,NA
"ACMIO","ACLA5","ACLA5","Achillea lanulosa",NA,NA,NA
"ACMIO","ACLAT","ACLAT","Achillea lanulosa ssp. typica",NA,NA,NA
"ACMIO","ACMIL","ACMIL","Achillea millefolium ssp. lanulosa",NA,NA,NA
"ACMIO","ACMIO2","ACMIO2","Achillea millefolium ssp. occidentalis",NA,NA,NA
"ACMIO","ACMIP5","ACMIP5","Achillea millefolium ssp. pallidotegula",NA,NA,NA
"ACMIO","ACOC","ACOC","Achillea occidentalis",NA,NA,NA
"ACMIO","ACRO4","ACRO4","Achillea rosea",NA,NA,NA
"ACMIO","ACTO3","ACTO3","Achillea tomentosa",NA,NA,NA
"ACMIP",NA,"ACMIP","Achillea millefolium var. pacifica","Pacific yarrow","Forb/herb","L48(N)AK(N)"
"ACMIP","ACPA5","ACPA5","Achillea pacifica",NA,NA,NA
"ACMIP2",NA,"ACMIP2","Achillea millefolium var. puberula","common yarrow","Forb/herb","L48(N)"
"ACMIP2","ACPU2","ACPU2","Achillea puberula",NA,NA,NA
"ACSI",NA,"ACSI","Achillea sibirica","Siberian yarrow","Forb/herb","L48(N)AK(N)"
"ACSI","ACMU3","ACMU3","Achillea multiflora",NA,NA,NA
"ACHLY",NA,"ACHLY","Achlys","achlys",NA,"L48(N)CAN(N)"
"ACTR",NA,"ACTR","Achlys triphylla","sweet after death","Forb/herb","L48(N)CAN(N)"
"ACTR","ACTRT","ACTRT","Achlys triphylla ssp. triphylla",NA,NA,NA
"ACHNA",NA,"ACHNA","Achnatherum","needlegrass",NA,"L48(I,N)CAN(N)"
"ACBL",NA,"ACBL","Achnatherum ×bloomeri",NA,"Graminoid","L48(N)"
"ACBL","ORBL","ORBL","Oryzopsis bloomeri",NA,NA,NA
"ACBL","STBL4","STBL4","Stipa bloomeri",NA,NA,NA
"ACBL","STBL5","STBL5","Stiporyzopsis bloomeri",NA,NA,NA
"ACAR14",NA,"ACAR14","Achnatherum aridum","Mormon needlegrass","Graminoid","L48(N)"
"ACAR14","STAR2","STAR2","Stipa arida",NA,NA,NA
"ACBR5",NA,"ACBR5","Achnatherum brachychaetum","shortbristled needlegrass","Graminoid","L48(I)"
"ACBR5","NABR2","NABR2","Nassella brachychaeta",NA,NA,NA
"ACBR5","STBR3","STBR3","Stipa brachychaeta",NA,NA,NA
"ACBR6",NA,"ACBR6","Achnatherum bromoides",NA,"Graminoid",NA
"ACBR6","STAR14","STAR14","Stipa aristella",NA,NA,NA
"ACBR6","STBR8","STBR8","Stipa bromoides",NA,NA,NA
"ACCA34",NA,"ACCA34","Achnatherum capense","Cape ricegrass","Graminoid","L48(I)"
"ACCA34","STCA25","STCA25","Stipa capensis",NA,NA,NA
"ACCA34","STTO8","STTO8","Stipa tortilis",NA,NA,NA
"ACCA36",NA,"ACCA36","Achnatherum caragana",NA,"Graminoid",NA
"ACCA36","LACA13","LACA13","Lasiagrostis caragana",NA,NA,NA
"ACCA36","STCA27","STCA27","Stipa caragana",NA,NA,NA
"ACCA31",NA,"ACCA31","Achnatherum caudatum","Chilean ricegrass","Graminoid","L48(I)"
"ACCA31","STLI4","STLI4","Stipa littoralis",NA,NA,NA
"ACCL7",NA,"ACCL7","Achnatherum clandestinum","Mexican ricegrass","Graminoid","L48(I)"
"ACCL7","STCL5","STCL5","Stipa clandestina",NA,NA,NA
"ACCO22",NA,"ACCO22","Achnatherum contractum","contracted ricegrass","Graminoid","L48(N)"
"ACCO22","ORCO3","ORCO3","Oryzopsis contracta",NA,NA,NA
"ACCO22","STCO11","STCO11","Stipa contracta",NA,NA,NA
"ACCO21",NA,"ACCO21","Achnatherum coronatum","giant ricegrass","Graminoid","L48(N)"
"ACCO21","STCO5","STCO5","Stipa coronata",NA,NA,NA
"ACCU6",NA,"ACCU6","Achnatherum curvifolium","Guadalupe ricegrass","Graminoid","L48(N)"
"ACCU6","STCU2","STCU2","Stipa curvifolia",NA,NA,NA
"ACDI10",NA,"ACDI10","Achnatherum diegoense","San Diego needlegrass","Graminoid","L48(N)"
"ACDI10","STDI","STDI","Stipa diegoensis",NA,NA,NA
"ACEM4",NA,"ACEM4","Achnatherum eminens","southwestern needlegrass","Graminoid","L48(N)"
"ACEM4","STEM2","STEM2","Stipa eminens",NA,NA,NA
"ACHE10",NA,"ACHE10","Achnatherum hendersonii","Henderson's needlegrass","Graminoid","L48(N)"
"ACHE10","ORHE","ORHE","Oryzopsis hendersonii",NA,NA,NA
"ACHE10","STHE5","STHE5","Stipa hendersonii",NA,NA,NA
"ACHY",NA,"ACHY","Achnatherum hymenoides","Indian ricegrass","Graminoid","L48(N)CAN(N)"
"ACHY","ERCU9","ERCU9","Eriocoma cuspidata",NA,NA,NA
"ACHY","ORHY","ORHY","Oryzopsis hymenoides",NA,NA,NA
"ACHY","STHY6","STHY6","Stipa hymenoides",NA,NA,NA
"ACLA8",NA,"ACLA8","Achnatherum latiglume","Sierra needlegrass","Graminoid","L48(N)"
"ACLA8","STLA2","STLA2","Stipa latiglumis",NA,NA,NA
"ACLEL",NA,"ACLEL","Achnatherum lemmonii var. lemmonii","Lemmon's needlegrass","Graminoid","L48(N)CAN(N)"
"ACLEL","ACLEL2","ACLEL2","Achnatherum lemmonii ssp. lemmonii",NA,NA,NA
"ACLEL","STLE2","STLE2","Stipa lemmonii",NA,NA,NA
"ACLEP",NA,"ACLEP","Achnatherum lemmonii var. pubescens","pubescent Lemmon's needlegrass","Graminoid","L48(N)"
"ACLEP","ACLEP2","ACLEP2","Achnatherum lemmonii ssp. pubescens",NA,NA,NA
"ACLE9",NA,"ACLE9","Achnatherum lettermanii","Letterman's needlegrass","Graminoid","L48(N)"
"ACLE9","STLE4","STLE4","Stipa lettermanii",NA,NA,NA
"ACLO7",NA,"ACLO7","Achnatherum lobatum","littleawn needlegrass","Graminoid","L48(N)"
"ACLO7","STLO3","STLO3","Stipa lobata",NA,NA,NA
"ACNED",NA,"ACNED","Achnatherum nelsonii ssp. dorei","Dore's needlegrass","Graminoid","L48(N)CAN(N)"
"ACNED","STCO3","STCO3","Stipa columbiana",NA,NA,NA
"ACNED","STMI6","STMI6","Stipa minor",NA,NA,NA
"ACNED","STNED","STNED","Stipa nelsonii ssp. dorei",NA,NA,NA
"ACNEN2",NA,"ACNEN2","Achnatherum nelsonii ssp. nelsonii","Columbia needlegrass","Graminoid","L48(N)CAN(N)"
"ACNEN2","STNE3","STNE3","Stipa nelsonii",NA,NA,NA
"ACNEN2","STWI","STWI","Stipa williamsii",NA,NA,NA
"ACNE10",NA,"ACNE10","Achnatherum nevadense","Nevada needlegrass","Graminoid","L48(N)"
"ACNE10","STNE4","STNE4","Stipa nevadensis",NA,NA,NA
"ACOCC",NA,"ACOCC","Achnatherum occidentale ssp. californicum","California needlegrass","Graminoid","L48(N)CAN(N)"
"ACOCC","ACNEL2","ACNEL2","Achnatherum nelsonii ssp. longiaristatum",NA,NA,NA
"ACOCC","STCA2","STCA2","Stipa californica",NA,NA,NA
"ACOCO",NA,"ACOCO","Achnatherum occidentale ssp. occidentale","western needlegrass","Graminoid","L48(N)"
"ACOCO","STOC2","STOC2","Stipa occidentalis",NA,NA,NA
"ACOCP",NA,"ACOCP","Achnatherum occidentale ssp. pubescens","pubescent western needlegrass","Graminoid","L48(N)CAN(N)"
"ACOCP","STEL2","STEL2","Stipa elmeri",NA,NA,NA
"ACPAP",NA,"ACPAP","Achnatherum parishii var. parishii","Parish's needlegrass","Graminoid","L48(N)"
"ACPAP","STPA17","STPA17","Stipa parishii",NA,NA,NA
"ACPE13",NA,"ACPE13","Achnatherum perplexum","New Mexico needlegrass","Graminoid","L48(N)"
"ACPE13","STPE10","STPE10","Stipa perplexa",NA,NA,NA
"ACPI2",NA,"ACPI2","Achnatherum pinetorum","pine needlegrass","Graminoid","L48(N)"
"ACPI2","STPI2","STPI2","Stipa pinetorum",NA,NA,NA
"ACRI8",NA,"ACRI8","Achnatherum richardsonii","Richardson's needlegrass","Graminoid","L48(N)AK(I)CAN(N)"
"ACRI8","STRI2","STRI2","Stipa richardsonii",NA,NA,NA
"ACRO7",NA,"ACRO7","Achnatherum robustum","sleepygrass","Graminoid","L48(N)"
"ACRO7","STRO3","STRO3","Stipa robusta",NA,NA,NA
"ACRO7","STVA4","STVA4","Stipa vaseyi",NA,NA,NA
"ACSC11",NA,"ACSC11","Achnatherum scribneri","Scribner needlegrass","Graminoid","L48(N)"
"ACSC11","STSC2","STSC2","Stipa scribneri",NA,NA,NA
"ACSP12",NA,"ACSP12","Achnatherum speciosum","desert needlegrass","Graminoid","L48(N)"
"ACSP12","STSP3","STSP3","Stipa speciosa",NA,NA,NA
"ACSP8",NA,"ACSP8","Achnatherum splendens",NA,"Graminoid",NA
"ACSP8","STSP12","STSP12","Stipa splendens",NA,NA,NA
"ACST7",NA,"ACST7","Achnatherum stillmanii","Stillman's needlegrass","Graminoid","L48(N)"
"ACST7","STST2","STST2","Stipa stillmanii",NA,NA,NA
"ACSW3",NA,"ACSW3","Achnatherum swallenii","Swallen's needlegrass","Graminoid","L48(N)"
"ACSW3","ORSW","ORSW","Oryzopsis swallenii",NA,NA,NA
"ACTH7",NA,"ACTH7","Achnatherum thurberianum","Thurber's needlegrass","Graminoid","L48(N)"
"ACTH7","STTH2","STTH2","Stipa thurberiana",NA,NA,NA
"ACWA",NA,"ACWA","Achnatherum wallowaense","Wallowa needlegrass","Graminoid","L48(N)"
"ACWA","ACWA4","ACWA4","Achnatherum wallowaensis",NA,NA,NA
"ACWE3",NA,"ACWE3","Achnatherum webberi","Webber needlegrass","Graminoid","L48(N)"
"ACWE3","ORWE","ORWE","Oryzopsis webberi",NA,NA,NA
"ACWE3","STWE","STWE","Stipa webberi",NA,NA,NA
"ACCA32",NA,"ACCA32","×Achnella caduca","Mandan ricegrass","Graminoid","L48(I)CAN(N)"
"ACCA32","ORCA9","ORCA9","Oryzopsis caduca",NA,NA,NA
"ACCA32","STCA22","STCA22","Stipa caduca",NA,NA,NA
"ACHYR",NA,"ACHYR","Achyrachaena","blow wives",NA,"L48(N)"
"ACHYR2",NA,"ACHYR2","Achyranthes","chaff flower",NA,"L48(I)"
"ACASA",NA,"ACASA","Achyranthes aspera var. aspera","devil's horsewhip","Subshrub, Forb/herb","L48(I)HI(I)PR(I)VI(I)"
"ACASA","ACIN4","ACIN4","Achyranthes indica",NA,NA,NA
"ACASA","CEAS3","CEAS3","Centrostachys aspera",NA,NA,NA
"ACASA","CEIN6","CEIN6","Centrostachys indica",NA,NA,NA
"ACCA37",NA,"ACCA37","Achyranthes canescens",NA,NA,NA
"ACMU2",NA,"ACMU2","Achyranthes mutica","blunt chaff flower","Shrub","HI(N)"
"ACMU2","ACNE3","ACNE3","Achyranthes nelsonii",NA,NA,NA
"ACSPA2",NA,"ACSPA2","Achyranthes splendens var. atollensis",NA,"Shrub","L48(N)HI(N)"
"ACSPA2","ACAT","ACAT","Achyranthes atollensis",NA,NA,NA
"ACHYR3",NA,"ACHYR3","Achyronychia","achyronychia",NA,"L48(N)"
"ACICA",NA,"ACICA","Acicarpha","acicarpha",NA,"L48(I)"
"ACIDA",NA,"ACIDA","Acidanthera","acidanthera",NA,NA
"ACINO",NA,"ACINO","Acinos","acinos",NA,"L48(I)CAN(I)"
"ACAR2",NA,"ACAR2","Acinos arvensis","basil thyme","Forb/herb","L48(I)CAN(I)"
"ACAR2","ACTH3","ACTH3","Acinos thymoides",NA,NA,NA
"ACAR2","CAAC6","CAAC6","Calamintha acinos",NA,NA,NA
"ACAR2","CLAC5","CLAC5","Clinopodium acinos",NA,NA,NA
"ACAR2","SAAC","SAAC","Satureja acinos",NA,NA,NA
"ACIPH",NA,"ACIPH","Aciphylla","fierce Spaniard",NA,NA
"ACISA",NA,"ACISA","Acisanthera","acisanthera",NA,NA
"ACQU",NA,"ACQU","Acisanthera quadrata","dustseed","Forb/herb, Subshrub","PR(N)"
"ACQU","ACAC4","ACAC4","Acisanthera acisanthera",NA,NA,NA
"ACLEI",NA,"ACLEI","Acleisanthes","trumpets",NA,"L48(N)"
"ACOB2",NA,"ACOB2","Acleisanthes obtusa","Berlandier's trumpets","Vine, Forb/herb","L48(N)"
"ACOB2","ACBE4","ACBE4","Acleisanthes berlandieri",NA,NA,NA
"ACOB2","ACGR8","ACGR8","Acleisanthes greggii",NA,NA,NA
"ACMEL",NA,"ACMEL","Acmella","spotflower",NA,"L48(I,N)"
"ACDE5",NA,"ACDE5","Acmella decumbens","creeping spotflower","Forb/herb","L48(I)"
"ACDE5","SPST4","SPST4","Spilanthes stolonifera",NA,NA,NA
"ACIO",NA,"ACIO","Acmella iodiscaea","maluco","Forb/herb","PR(N)"
"ACIO","SPIO","SPIO","Spilanthes iodiscaea",NA,NA,NA
"ACOPR",NA,"ACOPR","Acmella oppositifolia var. repens","oppositeleaf spotflower","Forb/herb","L48(N)"
"ACOPR","ACRE6","ACRE6","Acmella repens",NA,NA,NA
"ACOPR","SPAM3","SPAM3","Spilanthes americana",NA,NA,NA
"ACPU",NA,"ACPU","Acmella pusilla","dwarf spotflower","Forb/herb","L48(I)PR(I)"
"ACPU","SPPU5","SPPU5","Spilanthes pusilla",NA,NA,NA
"ACUL",NA,"ACUL","Acmella uliginosa",NA,NA,NA
"ACUL","SPUL3","SPUL3","Spilanthes uliginosa",NA,NA,NA
"ACNIS",NA,"ACNIS","Acnistus","acnistus",NA,NA
